ردیف,عنوان,شاپا,شاپای الکترونیکی,ضریب تاثیر,سال,استنادهای تجمعی,ضريب تاثير آنی,مقالات,کیفیت در موضوع سطح میانی,زبان,کشور,استان,ناشر
31991,بحوث في العلوم و الفنون النوعية,2356895X,,0,2018,0,0,27,"العلوم الاجتماعیة (N/A), الفن (N/A), علم النفس (N/A)",عربی - انگلیسی,مصر,,جامعة الاسكندرية. كلية التربية النوعية
31992,بحوث في العلوم و الفنون النوعية,2356895X,,0,2021,0,0,0,"العلوم الاجتماعیة (N/A), الفن (N/A), علم النفس (N/A)",عربی - انگلیسی,مصر,,جامعة الاسكندرية. كلية التربية النوعية
31993,بحوث في العلوم و الفنون النوعية,2356895X,,0,2020,0,0,19,"العلوم الاجتماعیة (N/A), الفن (N/A), علم النفس (N/A)",عربی - انگلیسی,مصر,,جامعة الاسكندرية. كلية التربية النوعية
31994,بحوث في العلوم و الفنون النوعية,2356895X,,N/A,2019,1,N/A,47,"العلوم الاجتماعیة (N/A), الفن (N/A), علم النفس (N/A)",عربی - انگلیسی,مصر,,جامعة الاسكندرية. كلية التربية النوعية
31995,تراث كربلاء,24103292,23125489,0.013,2018,1,0,37,"العلوم الاجتماعیة (Q4), العلوم الانسانیة (Q4)",عربی - انگلیسی,عراق,,العتبة العباسية المقدسة. مركز تراث كربلاء
31996,تراث كربلاء,24103292,23125489,0,2021,0,0,0,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,عراق,,العتبة العباسية المقدسة. مركز تراث كربلاء
31997,تراث كربلاء,24103292,23125489,0,2020,0,0,27,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,عراق,,العتبة العباسية المقدسة. مركز تراث كربلاء
31998,تراث كربلاء,24103292,23125489,0,2019,0,0,28,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,عراق,,العتبة العباسية المقدسة. مركز تراث كربلاء
31999,تنمية الرافدين,1609591X,2664-276X,0,2013,11,0,78,اقتصاد و مالي (N/A),عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32000,تنمية الرافدين,1609591X,2664-276X,N/A,2019,31,N/A,0,"الاعمال، الادارة و المحاسبة (N/A), الاقتصاد، الاقتصاد القیاسی، المالیة (N/A)",عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32001,تنمية الرافدين,1609591X,2664-276X,0,2006,2,0,46,اقتصاد و مالي (N/A),عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32002,تنمية الرافدين,1609591X,2664-276X,0,2007,5,0,45,اقتصاد و مالي (N/A),عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32003,تنمية الرافدين,1609591X,2664-276X,0,2008,6,0,53,اقتصاد و مالي (N/A),عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32004,تنمية الرافدين,1609591X,2664-276X,0.02,2009,7,0,61,اقتصاد و مالي (Q4),عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32005,تنمية الرافدين,1609591X,2664-276X,0.009,2010,8,0,75,اقتصاد و مالي (Q4),عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32006,تنمية الرافدين,1609591X,2664-276X,0.007,2011,5,0,41,اقتصاد و مالي (Q4),عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32007,تنمية الرافدين,1609591X,2664-276X,0.034,2012,9,0,79,اقتصاد و مالي (Q4),عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32008,تنمية الرافدين,1609591X,2664-276X,N/A,2017,17,N/A,0,"الاعمال، الادارة و المحاسبة (N/A), الاقتصاد، الاقتصاد القیاسی، المالیة (N/A)",عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32009,تنمية الرافدين,1609591X,2664-276X,N/A,2016,3,N/A,0,اقتصاد و مالي (N/A),عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32010,تنمية الرافدين,1609591X,2664-276X,0,2015,0,0,,اقتصاد و مالي (N/A),عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32011,تنمية الرافدين,1609591X,2664-276X,0,2014,2,0,29,اقتصاد و مالي (N/A),عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32012,تنمية الرافدين,1609591X,2664-276X,N/A,2018,0,N/A,0,"الاعمال، الادارة و المحاسبة (N/A), الاقتصاد، الاقتصاد القیاسی، المالیة (N/A)",عربی - انگلیسی,عراق,,"جامعة الموصل، كلية الادارة و الاقتصاد"
32013,دراسات : الجزائر,2335187X,,0,2016,0,0,40,N/A,عربی - انگلیسی,الجزاير,,جامعة بشار
32014,دراسات : العلوم الادارية,1026373X,,0.057,2007,20,0.033,30,مديريت (Q2),عربی - انگلیسی,اردن,,الجامعة الاردنية
32015,دراسات : العلوم الادارية,1026373X,,0.019,2008,14,0,30,مديريت (Q4),عربی - انگلیسی,اردن,,الجامعة الاردنية
32016,دراسات : العلوم الادارية,1026373X,,0.05,2009,11,0,30,مديريت (Q3),عربی - انگلیسی,اردن,,الجامعة الاردنية
32017,دراسات : العلوم الادارية,1026373X,,0.05,2010,12,0,33,مديريت (Q3),عربی - انگلیسی,اردن,,الجامعة الاردنية
32018,دراسات : العلوم الادارية,1026373X,,0,2013,11,0,31,مديريت (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32019,دراسات : العلوم الادارية,1026373X,,0,2014,17,0.03,33,مديريت (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32020,دراسات : العلوم الادارية,1026373X,,0.016,2015,5,0,,مديريت (Q4),عربی - انگلیسی,اردن,,الجامعة الاردنية
32021,دراسات : العلوم الادارية,1026373X,,N/A,2016,7,N/A,0,مديريت (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32022,دراسات : العلوم الادارية,1026373X,,0.03,2012,16,0,19,مديريت (Q4),عربی - انگلیسی,اردن,,الجامعة الاردنية
32023,دراسات : العلوم الادارية,1026373X,,0.016,2011,7,0,34,مديريت (Q4),عربی - انگلیسی,اردن,,الجامعة الاردنية
32024,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,N/A,2017,11,N/A,113,العلوم الاجتماعیة (N/A),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32025,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,N/A,2016,7,N/A,32,علوم انساني (N/A),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32026,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,0,2015,0,0,,علوم انساني (N/A),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32027,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,N/A,2018,1,N/A,67,العلوم الاجتماعیة (N/A),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32028,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,N/A,2019,37,N/A,105,العلوم الاجتماعیة (N/A),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32029,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,0.048,2020,84,0.004,236,العلوم الاجتماعیة (Q4),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32030,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,0.041,2007,7,0,59,علوم انساني (Q1),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32031,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,0,2013,3,0,54,علوم انساني (N/A),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32032,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,0,2014,5,0,103,علوم انساني (N/A),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32033,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,0,2011,0,0,48,علوم انساني (N/A),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32034,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,0,2021,9,0,0,العلوم الاجتماعیة (N/A),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32035,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,0,2010,1,0,46,علوم انساني (N/A),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32036,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,0.01,2009,4,0,69,علوم انساني (Q3),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32037,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,0.009,2008,6,0.025,40,علوم انساني (Q4),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32038,دراسات : العلوم الانسانية و الاجتماعية,10263721,2663-6190,0,2012,2,0,50,علوم انساني (N/A),عربی - انگلیسی,اردن,,"الجامعة الاردنية، عمادة البحث العلمي"
32039,دراسات : العلوم التربوية,2663-6212,,0.008,2021,12,0,0,"العلوم الاجتماعیة (Q4), علم النفس (Q4)",عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32040,دراسات : العلوم التربوية,2663-6212,,N/A,2020,84,N/A,152,"العلوم الاجتماعیة (N/A), علم النفس (N/A)",عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32041,دراسات : العلوم التربوية,2663-6212,,N/A,2019,84,N/A,0,"العلوم الاجتماعیة (N/A), علم النفس (N/A)",عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32042,دراسات : العلوم التربوية,2663-6212,,N/A,2018,2,N/A,0,"العلوم الاجتماعیة (N/A), علم النفس (N/A)",عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32043,دراسات : العلوم التربوية,2663-6212,,N/A,2016,5,N/A,0,علوم تربيتي (N/A),عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32044,دراسات : العلوم التربوية,2663-6212,,0,2015,0,0,,علوم تربيتي (N/A),عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32045,دراسات : العلوم التربوية,2663-6212,,0.021,2014,11,0.017,59,علوم تربيتي (Q4),عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32046,دراسات : العلوم التربوية,2663-6212,,0.005,2013,8,0.01,105,علوم تربيتي (Q4),عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32047,دراسات : العلوم التربوية,2663-6212,,0.01,2012,6,0,35,علوم تربيتي (Q4),عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32048,دراسات : العلوم التربوية,2663-6212,,0.035,2011,21,0.006,167,علوم تربيتي (Q4),عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32049,دراسات : العلوم التربوية,2663-6212,,0.04,2010,7,0,32,علوم تربيتي (Q4),عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32050,دراسات : العلوم التربوية,2663-6212,,0.087,2009,22,0.019,53,علوم تربيتي (Q2),عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32051,دراسات : العلوم التربوية,2663-6212,,0.013,2008,18,0.022,46,علوم تربيتي (Q4),عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32052,دراسات : العلوم التربوية,2663-6212,,0.082,2007,36,0,46,علوم تربيتي (Q2),عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32053,دراسات : العلوم التربوية,2663-6212,,N/A,2017,20,N/A,0,"العلوم الاجتماعیة (N/A), علم النفس (N/A)",عربی - انگلیسی,اردن,,عمادة البحث العلمي بجامعة الاردنية
32054,دراسات : العلوم الزراعية,10263764,,0.018,2007,4,0,6,مهندسي كشاورزي (Q4),عربی - انگلیسی,اردن,,عمادة البحث العلمي بالجامعة الاردنية
32055,دراسات : العلوم الزراعية,10263764,,0.087,2008,6,0,15,مهندسي كشاورزي (Q2),عربی - انگلیسی,اردن,,عمادة البحث العلمي بالجامعة الاردنية
32056,دراسات : العلوم الزراعية,10263764,,N/A,2016,7,N/A,0,مهندسي كشاورزي (N/A),عربی - انگلیسی,اردن,,عمادة البحث العلمي بالجامعة الاردنية
32057,دراسات : العلوم الزراعية,10263764,,0.095,2009,3,0,13,مهندسي كشاورزي (Q1),عربی - انگلیسی,اردن,,عمادة البحث العلمي بالجامعة الاردنية
32058,دراسات : العلوم الزراعية,10263764,,0.036,2010,6,0,10,مهندسي كشاورزي (Q4),عربی - انگلیسی,اردن,,عمادة البحث العلمي بالجامعة الاردنية
32059,دراسات : العلوم الزراعية,10263764,,0.087,2011,4,0,,مهندسي كشاورزي (Q2),عربی - انگلیسی,اردن,,عمادة البحث العلمي بالجامعة الاردنية
32060,دراسات : علوم الشريعة و القانون,2663-6239,,0.012,2011,3,0,36,فقه و حقوق (Q4),عربی - انگلیسی,اردن,,الجامعة الاردنية
32061,دراسات : علوم الشريعة و القانون,2663-6239,,0,2010,0,0,35,فقه و حقوق (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32062,دراسات : علوم الشريعة و القانون,2663-6239,,0,2009,0,0,49,فقه و حقوق (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32063,دراسات : علوم الشريعة و القانون,2663-6239,,0,2008,0,0,23,فقه و حقوق (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32064,دراسات : علوم الشريعة و القانون,2663-6239,,0,2007,5,0,45,فقه و حقوق (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32065,دراسات : علوم الشريعة و القانون,2663-6239,,0,2012,1,0,32,فقه و حقوق (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32066,دراسات : علوم الشريعة و القانون,2663-6239,,0,2013,0,0,58,فقه و حقوق (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32067,دراسات : علوم الشريعة و القانون,2663-6239,,0,2014,3,0,83,فقه و حقوق (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32068,دراسات : علوم الشريعة و القانون,2663-6239,,N/A,2016,5,N/A,0,فقه و حقوق (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32069,دراسات : علوم الشريعة و القانون,2663-6239,,N/A,2017,2,N/A,0,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,اردن,,الجامعة الاردنية
32070,دراسات : علوم الشريعة و القانون,2663-6239,,N/A,2018,0,N/A,0,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,اردن,,الجامعة الاردنية
32071,دراسات : علوم الشريعة و القانون,2663-6239,,0,2015,0,0,,فقه و حقوق (N/A),عربی - انگلیسی,اردن,,الجامعة الاردنية
32072,دراسات تاريخية,18180345,,0,2022,0,0,0,العلوم الانسانیة (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32073,دراسات تاريخية,18180345,,0,2007,1,0,9,تاريخ (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32074,دراسات تاريخية,18180345,,0,2008,0,0,14,تاريخ (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32075,دراسات تاريخية,18180345,,0,2009,0,0,17,تاريخ (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32076,دراسات تاريخية,18180345,,0,2010,1,0,16,تاريخ (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32077,دراسات تاريخية,18180345,,0,2011,1,0,23,تاريخ (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32078,دراسات تاريخية,18180345,,0,2012,0,0,13,تاريخ (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32079,دراسات تاريخية,18180345,,0,2013,1,0,24,تاريخ (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32080,دراسات تاريخية,18180345,,0,2014,0,0,29,تاريخ (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32081,دراسات تاريخية,18180345,,0,2015,0,0,,تاريخ (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32082,دراسات تاريخية,18180345,,N/A,2016,0,N/A,0,تاريخ (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32083,دراسات تاريخية,18180345,,N/A,2017,2,N/A,0,العلوم الانسانیة (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32084,دراسات تاريخية,18180345,,N/A,2018,1,N/A,46,العلوم الانسانیة (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32085,دراسات تاريخية,18180345,,N/A,2019,0,N/A,0,العلوم الانسانیة (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32086,دراسات تاريخية,18180345,,0,2021,0,0,0,العلوم الانسانیة (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية للبنات"
32087,دراسات محاسبية و مالية,18189431,2617-9849,0.023,2020,15,0,50,"الاعمال، الادارة و المحاسبة (Q4), الاقتصاد، الاقتصاد القیاسی، المالیة (Q4)",عربی - انگلیسی,عراق,,"جامعة بغداد، المعهد العالي للدراسات المالية و المحاسبية"
32088,دراسات محاسبية و مالية,18189431,2617-9849,0,2021,1,0,0,"الاعمال، الادارة و المحاسبة (N/A), الاقتصاد، الاقتصاد القیاسی، المالیة (N/A)",عربی - انگلیسی,عراق,,"جامعة بغداد، المعهد العالي للدراسات المالية و المحاسبية"
32089,دراسات و بحوث التربية الرياضية,18181503,,0,2010,1,0,40,تربيت بدني (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32090,دراسات و بحوث التربية الرياضية,18181503,,0,2011,0,0,46,تربيت بدني (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32091,دراسات و بحوث التربية الرياضية,18181503,,0,2012,1,0,32,تربيت بدني (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32092,دراسات و بحوث التربية الرياضية,18181503,,0,2013,0,0,53,تربيت بدني (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32093,دراسات و بحوث التربية الرياضية,18181503,,0,2014,0,0,84,تربيت بدني (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32094,دراسات و بحوث التربية الرياضية,18181503,,0,2015,0,0,,تربيت بدني (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32095,دراسات و بحوث التربية الرياضية,18181503,,N/A,2016,0,N/A,0,تربيت بدني (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32096,دراسات و بحوث التربية الرياضية,18181503,,0,2017,0,0,84,المهن الصحیة (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32097,دراسات و بحوث التربية الرياضية,18181503,,0,2018,0,0,100,المهن الصحیة (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32098,دراسات و بحوث التربية الرياضية,18181503,,0.011,2019,8,0,95,المهن الصحیة (Q4),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32099,دراسات و بحوث التربية الرياضية,18181503,,0.005,2020,9,0,136,المهن الصحیة (Q4),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32100,دراسات و بحوث التربية الرياضية,18181503,,0,2021,0,0,0,المهن الصحیة (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32101,دراسات و بحوث التربية الرياضية,18181503,,0,2009,0,0,27,تربيت بدني (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32102,دراسات و بحوث التربية الرياضية,18181503,,0,2007,2,0,28,تربيت بدني (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32103,دراسات و بحوث التربية الرياضية,18181503,,0,2008,0,0,26,تربيت بدني (N/A),عربی - انگلیسی,عراق,,"جامعة البصرة، كلية التربية و علوم الرياضة"
32104,ديالي للعلوم الزراعية,20739524,23108746,0,2020,2,0,72,العلوم الزراعیة و البیولوجیة (N/A),عربی - انگلیسی,عراق,,جامعة ديالي. كلية الزراعة
32105,ديالي للعلوم الزراعية,20739524,23108746,0,2021,1,0,0,العلوم الزراعیة و البیولوجیة (N/A),عربی - انگلیسی,عراق,,جامعة ديالي. كلية الزراعة
32106,ديالي للعلوم الزراعية,20739524,23108746,N/A,2018,0,N/A,45,N/A,عربی - انگلیسی,عراق,,جامعة ديالي. كلية الزراعة
32107,ديالي للعلوم الزراعية,20739524,23108746,N/A,2019,0,N/A,20,N/A,عربی - انگلیسی,عراق,,جامعة ديالي. كلية الزراعة
32108,سر من راى,18136798,,0,2007,0,0,41,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة سامراء
32109,سر من راى,18136798,,0,2008,0,0,47,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة سامراء
32110,سر من راى,18136798,,0,2009,0,0,38,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة سامراء
32111,سر من راى,18136798,,0,2010,0,0,61,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة سامراء
32112,سر من راى,18136798,,0.01,2011,2,0,46,علوم انساني (Q3),عربی - انگلیسی,عراق,,جامعة سامراء
32113,سر من راى,18136798,,0.009,2012,2,0,46,علوم انساني (Q3),عربی - انگلیسی,عراق,,جامعة سامراء
32114,سر من راى,18136798,,0,2021,0,0,0,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,عراق,,جامعة سامراء
32115,سر من راى,18136798,,0.009,2014,1,0,31,علوم انساني (Q4),عربی - انگلیسی,عراق,,جامعة سامراء
32116,سر من راى,18136798,,0,2015,0,0,,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة سامراء
32117,سر من راى,18136798,,0.009,2016,2,0,62,علوم انساني (Q4),عربی - انگلیسی,عراق,,جامعة سامراء
32118,سر من راى,18136798,,0.009,2017,4,0,65,"العلوم الاجتماعیة (Q4), العلوم الانسانیة (Q4)",عربی - انگلیسی,عراق,,جامعة سامراء
32119,سر من راى,18136798,,N/A,2018,7,N/A,0,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,عراق,,جامعة سامراء
32120,سر من راى,18136798,,N/A,2019,2,N/A,0,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,عراق,,جامعة سامراء
32121,سر من راى,18136798,,0,2013,1,0,63,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة سامراء
32122,صوت الجامعة,22270442,,0,2013,0,0,27,علوم انساني (N/A),عربی - انگلیسی,لبنان,,الجامعة الاسلامية في لبنان
32123,صوت الجامعة,22270442,,N/A,2016,0,N/A,0,علوم انساني (N/A),عربی - انگلیسی,لبنان,,الجامعة الاسلامية في لبنان
32124,صوت الجامعة,22270442,,0,2015,0,0,,علوم انساني (N/A),عربی - انگلیسی,لبنان,,الجامعة الاسلامية في لبنان
32125,صوت الجامعة,22270442,,0,2014,0,0,13,علوم انساني (N/A),عربی - انگلیسی,لبنان,,الجامعة الاسلامية في لبنان
32126,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,0,2011,0,0,18,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة واسط
32127,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,0,2012,0,0,66,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة واسط
32128,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,0,2013,0,0,30,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة واسط
32129,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,0,2014,0,0,68,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة واسط
32130,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,0,2015,0,0,,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة واسط
32131,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,0,2022,0,0,0,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,عراق,,جامعة واسط
32132,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,0,2017,2,0,181,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,عراق,,جامعة واسط
32133,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,N/A,2018,5,N/A,71,"العلوم الاجتماعیة (N/A), العلوم الانسانیة (N/A)",عربی - انگلیسی,عراق,,جامعة واسط
32134,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,0.006,2019,4,0,133,"العلوم الاجتماعیة (Q4), العلوم الانسانیة (Q4)",عربی - انگلیسی,عراق,,جامعة واسط
32135,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,0.011,2020,8,0,0,"العلوم الاجتماعیة (Q4), العلوم الانسانیة (Q4)",عربی - انگلیسی,عراق,,جامعة واسط
32136,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,0.008,2021,3,0,55,"العلوم الاجتماعیة (Q4), العلوم الانسانیة (Q4)",عربی - انگلیسی,عراق,,جامعة واسط
32137,لارك للفلسفة و اللسانيات و العلوم الاجتماعية,19995601,,0,2016,0,0,112,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة واسط
32138,مجلة آداب الرافدين,3782867,,0,2007,1,0,58,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة الموصل
32139,مجلة آداب الرافدين,3782867,,0.012,2008,4,0,102,علوم انساني (Q3),عربی - انگلیسی,عراق,,جامعة الموصل
32140,مجلة آداب الرافدين,3782867,,0,2009,1,0,96,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة الموصل
32141,مجلة آداب الرافدين,3782867,,0,2010,2,0,91,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة الموصل
32142,مجلة آداب الرافدين,3782867,,0,2011,3,0,51,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة الموصل
32143,مجلة آداب الرافدين,3782867,,0,2012,7,0,69,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة الموصل
32144,مجلة آداب الرافدين,3782867,,0,2013,3,0.009,106,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة الموصل
32145,مجلة آداب الرافدين,3782867,,N/A,2016,2,N/A,0,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة الموصل
32146,مجلة آداب الرافدين,3782867,,0,2015,1,0,,علوم انساني (N/A),عربی - انگلیسی,عراق,,جامعة الموصل
